imdb_id,popularity,budget,revenue,cast,director,runtime,genres,production_companies,vote_count,release_year
tt2431286,0.22785100000000003,12000000,100129872,Judi Dench|Steve Coogan|Sophie Kennedy Clark|Mare Winningham|Barbara Jefford,Stephen Frears,98,Drama,BBC Films|The Weinstein Company|Baby Cow Productions|PathÃ©|Yucaipa Films,360,2013
tt3074732,0.22277600000000003,10,11,Ingvar Eggert SigurÃ°sson|Charlotte BÃ¸ving|Steinn Ãrmann MagnÃºsson|KristbjÃ¶rg Kjeld|Helgi BjÃ¶rnsson,Benedikt Erlingsson,85,Drama|Romance|Comedy,Filmhuset Gruppen|Leiknar Myndir,11,2013
tt1758595,0.457265,15000000,21766271,Naomi Watts|Naveen Andrews|Charles Edwards|Douglas Hodge|Lee Asquith-Coe,Oliver Hirschbiegel,113,Drama|Romance,Ecosse Films|Le Pacte|Scope Pictures|Film i VÃ¤st|Filmgate Films,122,2013
tt1657510,0.38455500000000004,7500000,1359910,Vanessa Hudgens|Rosario Dawson|Brendan Fraser|Stephanie Szostak|James Earl Jones,Ron Krauss,101,Drama,Day Twenty- Eight Films|Rishon Films,55,2013
tt2167202,0.367908,18000000,10501938,Ethan Hawke|Selena Gomez|Jon Voight|Paul Freeman|Bruce Payne,Courtney Solomon,90,Action|Crime,Dark Castle Entertainment|Signature Pictures|After Dark Films|Silver Reel|Saints LA,174,2013
tt2717558,0.171647,1052753,466088,Piolo Pascual|Gerald Anderson|Angel Aquino|Shaina Magdayao|Michael De Mesa,Erik Matti,120,Action|Crime,ABS-CBN Film Productions|Star Cinema Productions|XYZ Films|Reality Entertainment,23,2013
tt1662293,0.41151499999999996,3000000,1675381,Clancy Brown|James Tupper|Anne Heche|Ethan Peck|Jennifer Stone,Anthony Leonardi III,100,Horror,Anchor Bay Films|Upload Films|Movie Package Company (MPC)|Slasher Films|Prime Focus Ltd.,39,2013
tt2051894,0.0758669999999999,1200000,2861020,Scott Elrod|Dorian Brown|Charles Henry Wyson|James Devoti|Nicole Leigh,David Boyd,114,Drama,Samuel Goldwyn|Provident Films,19,2013
tt2234155,0.040858,58000000,44000000,Owen Wilson|Vince Vaughn|Tiya Sircar|Rose Byrne|Josh Gad,Shawn Levy,119,Comedy,Twentieth Century Fox Film Corporation|Regency Enterprises|21 Laps Entertainment|Wild West Picture Show Productions|TSG Entertainment,1174,2013
tt1966566,0.010334999999999999,30000000,68129518,Thomas Kretschmann|Yanina Studilina|Philippe Reinhardt|Heiner Lauterbach|Maria Smolnikova,Fyodor Bondarchuk,131,War|Action,Art Pictures Studio,64,2013
tt0088763,6.095293,19000000,381109762,Michael J. Fox|Christopher Lloyd|Lea Thompson|Crispin Glover|Thomas F. Wilson,Robert Zemeckis,116,Adventure|Comedy|Science Fiction|Family,Universal Pictures|Amblin Entertainment|U-Drive Productions,3785,1985
tt0088847,2.834739,1000000,51525171,Emilio Estevez|Anthony Michael Hall|Judd Nelson|Molly Ringwald|Paul Gleason,John Hughes,97,Comedy|Drama,Universal Pictures|Channel Productions|A&M Films,1139,1985
tt0089457,1.7536880000000001,20000000,18432000,Matthew Broderick|Rutger Hauer|Michelle Pfeiffer|Alfred Molina|Leo McKern,Richard Donner,121,Adventure|Fantasy,Twentieth Century Fox Film Corporation|Warner Bros.,124,1985
tt0089530,1.7460630000000001,12305523,36230219,Mel Gibson|Tina Turner|Bruce Spence|Helen Buday|Angelo Rossitto,George Miller|George Ogilvie,107,Action|Adventure|Drama|Science Fiction,Kennedy Miller Productions,428,1985
tt0090264,1.6239780000000001,30000000,152427960,Roger Moore|Christopher Walken|Tanya Roberts|Grace Jones|Patrick Macnee,John Glen,131,Adventure|Action|Thriller,Eon Productions,272,1985
tt0089469,1.613752,25000000,15502112,Tom Cruise|Mia Sara|Tim Curry|David Bennent|Alice Playten,Ridley Scott,114,Action|Adventure|Fantasy|Romance,Universal Studios|Twentieth Century Fox Film Corporation|Embassy International Pictures|Legend Production Company,120,1985
tt0089218,1.596994,19000000,61389680,Sean Astin|Josh Brolin|Jeff Cohen|Corey Feldman|Robert Davi,Richard Donner,114,Adventure|Comedy|Family,Amblin Entertainment|Warner Bros.,870,1985
tt0089686,1.299275,3000000,29999213,Robert Englund|Mark Patton|Kim Myers|Robert Rusler|Clu Gulager,Jack Sholder,87,Horror,New Line Cinema|Smart Egg Pictures,168,1985
tt0089880,1.1774280000000001,44000000,300400432,Sylvester Stallone|Richard Crenna|Charles Napier|Steven Berkoff|Julia Nickson,George P. Cosmatos,96,Action|Adventure|Drama|Thriller|War,TriStar Pictures|Carolco Pictures,476,1985
tt0089755,1.168819,31000000,128499205,Meryl Streep|Robert Redford|Klaus Maria Brandauer|Michael Kitchen|Malick Bowens,Sydney Pollack,161,Drama,Universal Pictures|Mirage Entertainment,128,1985
tt0089927,1.1499540000000001,31000000,300473716,Sylvester Stallone|Talia Shire|Burt Young|Carl Weathers|Brigitte Nielsen,Sylvester Stallone,91,Drama,United Artists,517,1985
tt0088814,1.034373,25000000,21288692,Grant Bardsley|Susan Sheridan|John Byner|Nigel Hawthorne|John Hurt,Ted Berman|Richard Rich,80,Animation,Walt Disney Pictures|Silver Screen Partners II,114,1985
tt0088939,1.012186,15000000,146292009,Whoopi Goldberg|Margaret Avery|Danny Glover|Akosua Busia|Oprah Winfrey,Steven Spielberg,154,Drama,Amblin Entertainment|The Guber-Peters Company|Warner Bros.,168,1985
tt0088944,0.8984110000000001,10000000,57500000,Arnold Schwarzenegger|Rae Dawn Chong|Dan Hedaya|Vernon Wells|James Olson,Mark L. Lester,90,Action|Adventure|Thriller,Twentieth Century Fox Film Corporation|SLM Production Group|Silver Pictures,391,1985
tt0089421,0.887605,12500000,238227,Richard Chamberlain|Sharon Stone|Herbert Lom|John Rhys-Davies|Ken Gampu,J. Lee Thompson,100,Action|Adventure|Comedy,Cannon Group|Golan-Globus Productions|Cannon Productions,50,1985
tt0089907,0.8766360000000001,4000000,14237000,Clu Gulager|James Karen|Don Calfa|Thom Mathews|John Philbin,Dan O'Bannon,91,Comedy|Horror,Hemdale Film Corporation|Fox Films Ltd.|Cinema 84,104,1985
tt0090329,0.873551,12000000,68706993,Harrison Ford|Kelly McGillis|Josef Sommer|Lukas Haas|Jan Rubes,Peter Weir,113,Crime|Drama|Romance|Thriller,Paramount Pictures,176,1985
tt0089175,0.717479,9000000,24922237,Chris Sarandon|William Ragsdale|Amanda Bearse|Roddy McDowall|Stephen Geoffreys,Tom Holland,106,Horror|Thriller|Comedy,Columbia Pictures|Delphi IV Productions|Vistar Films,98,1985
tt0089893,0.7047800000000001,17900000,6948633,"Arnold Schwarzenegger|Brigitte Nielsen|Sandahl Bergman|Paul L. Smith|Ernie Reyes, Jr.",Richard Fleischer,89,Adventure|Fantasy|Action,Famous Films (II)|Dino De Laurentiis Company,100,1985
tt0088993,0.689416,3500000,34000000,Lori Cardille|Terry Alexander|Joseph Pilato|Jarlath Conroy|Anthony Dileo Jr.,George A. Romero,102,Horror|Science Fiction,Dead Films|Laurel Entertainment|Toei,91,1985
tt0088930,0.688022,15000000,14643997,Eileen Brennan|Tim Curry|Madeline Kahn|Christopher Lloyd|Michael McKean,Jonathan Lynn,94,Comedy|Thriller|Crime|Mystery,Paramount Pictures|Debra Hill Productions|PolyGram Filmed Entertainment|The Guber-Peters Company,202,1985
tt0089173,0.662175,2200000,21930418,Melanie Kinnaman|John Shepherd|Shavar Ross|Richard Young|Marco St. John,Danny Steinmann,92,Horror|Thriller,Paramount Pictures|Georgetown Productions Inc.,82,1985
tt0089961,0.657238,50000000,23717291,Dudley Moore|John Lithgow|David Huddleston|Burgess Meredith|Judy Cornwell,Jeannot Szwarc,108,Adventure|Comedy|Fantasy|Science Fiction|Family,TriStar Pictures|Calash Corporation,26,1985
tt0089853,0.617698,15000000,10631333,Mia Farrow|Jeff Daniels|Danny Aiello|Irving Metzman|Stephanie Farrow,Woody Allen,82,Fantasy|Comedy|Romance,Orion Pictures,99,1985
tt0089370,0.587272999999999,25000000,96773200,Michael Douglas|Kathleen Turner|Danny DeVito|Spiros FocÃ¡s|Avner Eisenberg,Lewis Teague,106,Action|Adventure|Comedy|Romance,Twentieth Century Fox Film Corporation|SLM Production Group|Stone Group Pictures,135,1985
tt0089885,0.536718,900000,2023414,Jeffrey Combs|Bruce Abbott|Barbara Crampton|David Gale|Robert Sampson,Stuart Gordon,86,Science Fiction|Comedy|Horror,Empire Pictures,98,1985
tt0089826,0.5129,9000000,20518905,Dan Monahan|Wyatt Knight|Tony Ganios|Mark Herrier|Kaki Hunter,James Komack,92,Comedy,SLM Production Group|Melvin Simon Productions|Astral Bellevue PathÃ©,21,1985
tt0088680,0.458359,4500000,10609321,Griffin Dunne|Rosanna Arquette|Verna Bloom|Tommy Chong|Linda Fiorentino,Martin Scorsese,97,Comedy|Thriller|Drama,"Double Play|Geffen Company, The",98,1985
tt0089791,0.427104,6000000,40940662,Paul Reubens|E.G. Daily|Mark Holton|Diane Salinger|Judd Omen,Tim Burton,90,Adventure|Comedy|Family,Aspen Film Society|Warner Bros.,102,1985
tt0088850,0.38403699999999996,20000000,45833132,Richard Pryor|John Candy|Lonette McKee|Stephen Collins|Jerry Orbach,Walter Hill,97,Comedy,Universal Pictures|Lawrence Gordon Productions|Davis Entertainment|Silver Pictures,55,1985
tt0089017,0.28084699999999996,5000000,27400000,Madonna|Rosanna Arquette|Aidan Quinn|Mark Blum|Robert Joy,Susan Seidelman,104,Drama|Action|Comedy|Romance,Orion Pictures,38,1985
tt0089941,0.252673999999999,9000000,7936012,Jon Voight|Eric Roberts|Rebecca De Mornay|Kyle T. Heffner|John P. Ryan,Andrei Konchalovsky,111,Action|Thriller,Cannon Group|Golan-Globus Productions|Northbrook Films,48,1985
tt0089908,0.229931,25000000,11137801,Fairuza Balk|Nicol Williamson|Piper Laurie|Jean Marsh|Justin Case,Walter Murch,113,Adventure|Fantasy|Science Fiction|Family,Walt Disney Pictures|Silver Screen Partners II|BMI (No. 9) Ltd.|Oz Productions Ltd.,50,1985
tt0089603,0.214009,5000000,502758,Ken Ogata|GÃ´ RijÃ»|Masato Aizawa|Masayuki Shionoya|Hiroshi Mikami,Paul Schrader,121,Drama,American Zoetrope|Lucasfilm Ltd.|Tristone Entertainment Inc.|M Company,11,1985
tt0089730,0.208914,3200000,10000000,Jim Carrey|Lauren Hutton|Karen Kopins|Cleavon Little|Stuart Charno,Howard Storm,94,Horror|Comedy|Romance,Night Light Films,32,1985
tt0089461,0.592905,10000000,25754284,Taimak|Julius Carry|Vanity|Christopher Murney|Faith Prince,Michael Schultz,108,Action|Adventure|Comedy|Drama,TriStar Pictures|Motown Productions|Delphi III Productions,31,1985
tt0089114,0.150168,25000000,9873044,Ethan Hawke|River Phoenix|Bobby Fite|Bradley Gregg|Georg Olden,Joe Dante,109,Adventure|Family|Fantasy|Romance|Science Fiction,Paramount Pictures,77,1985
tt0089798,0.135989,19000000,12918858,John Travolta|Jamie Lee Curtis|Marilu Henner|Laraine Newman|Jann Wenner,James Bridges,115,Drama|Romance,Columbia Pictures Corporation|Delphi III Productions|Pluperfect,13,1985
tt0089346,0.132713,114,6700000,Jeff Goldblum|Michelle Pfeiffer|Stacey Pickren|Carmen Argenziano|Dan Aykroyd,John Landis,115,Comedy|Drama|Thriller,Universal Pictures,24,1985
tt0091578,0.112015,860000,2451545,Gordon Warnecke|Daniel Day-Lewis|Roshan Seth|Saeed Jaffrey|Derrick Branche,Stephen Frears,97,Drama,Channel Four Films|Working Title Films|SAF Productions,23,1985
tt0089604,0.215817,2410000,10755447,Chuck Norris|Soon-Tek Oh|Steven Williams|Bennett Ohta|Cosie Costa,Lance Hool,100,Action|Adventure|War,Golan-Globus Productions|The Cannon Group,30,1985
tt0330373,5.939927,150000000,895921036,Daniel Radcliffe|Rupert Grint|Emma Watson|Ralph Fiennes|Michael Gambon,Mike Newell,157,Adventure|Fantasy|Family,Patalex IV Productions Limited|Warner Bros.|Heyday Films,3406,2005
tt0372784,5.400826,150000000,374218673,Christian Bale|Michael Caine|Liam Neeson|Katie Holmes|Gary Oldman,Christopher Nolan,140,Action|Crime|Drama,DC Comics|Legendary Pictures|Warner Bros.|DC Entertainment|Syncopy,4914,2005
tt0363771,3.6287260000000003,180000000,748806957,William Moseley|Anna Popplewell|Skandar Keynes|Georgie Henley|Liam Neeson,Andrew Adamson,143,Adventure|Family|Fantasy,Walt Disney|Walden Media,1402,2005
tt0434409,3.6171059999999997,54000000,132511035,Natalie Portman|Hugo Weaving|Stephen Rea|Stephen Fry|John Hurt,James McTeigue,132,Action|Thriller|Fantasy,Studio Babelsberg|DC Comics|Virtual Studios|Anarchos Productions|Silver Pictures,2670,2005
tt0401792,3.520836,40000000,158733820,Jessica Alba|Devon Aoki|Alexis Bledel|Powers Boothe|Rosario Dawson,Robert Rodriguez|Frank Miller|Quentin Tarantino,124,Action|Thriller|Crime,Dimension Films|Troublemaker Studios|Miramax,1691,2005
tt0367594,3.508379,150000000,474968763,Johnny Depp|Freddie Highmore|AnnaSophia Robb|Julia Winter|Helena Bonham Carter,Tim Burton,115,Adventure|Comedy|Family|Fantasy,Village Roadshow Pictures|The Zanuck Company|Warner Bros.|Tim Burton Productions|Plan B Entertainment,1826,2005
tt0121766,3.4575370000000003,113000000,850000000,Ewan McGregor|Natalie Portman|Hayden Christensen|Ian McDiarmid|Samuel L. Jackson,George Lucas,140,Science Fiction|Adventure|Action,Lucasfilm,2629,2005
tt0371724,3.087036,50000000,104478416,Martin Freeman|Zooey Deschanel|Sam Rockwell|Mos Def|John Malkovich,Garth Jennings,109,Adventure|Comedy|Family|Science Fiction,Spyglass Entertainment|Everyman Pictures|Hammer & Tongs|Touchstone Pictures,780,2005
tt0399201,2.6233459999999997,126000000,162949164,Ewan McGregor|Scarlett Johansson|Djimon Hounsou|Sean Bean|Steve Buscemi,Michael Bay,136,Action|Thriller|Science Fiction|Adventure,DreamWorks SKG|Warner Bros.|Parkes/MacDonald Productions,1027,2005
tt0351283,2.444998,75000000,532680671,Ben Stiller|Chris Rock|David Schwimmer|Jada Pinkett Smith|Sacha Baron Cohen,Eric Darnell|Tom McGrath,86,Family|Animation,DreamWorks SKG|Pacific Data Images (PDI)|DreamWorks Animation,2107,2005
tt0120667,2.368513,100000000,330579719,Ioan Gruffudd|Jessica Alba|Chris Evans|Michael Chiklis|Julian McMahon,Tim Story,106,Action|Adventure|Fantasy|Science Fiction,Twentieth Century Fox Film Corporation|1492 Pictures|Constantin Film Produktion|Marvel Enterprises|Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 3 KG,1715,2005
tt0360486,2.26533,100000000,230427240,Keanu Reeves|Rachel Weisz|Shia LaBeouf|Djimon Hounsou|Max Baker,Francis Lawrence,121,Drama|Fantasy|Horror,Village Roadshow Pictures|DC Comics|Lonely Film Productions GmbH & Co. KG.|Donners' Company|Branded Entertainment/Batfilm Productions,1049,2005
tt0396269,2.248624,40000000,285176741,Owen Wilson|Vince Vaughn|Christopher Walken|Rachel McAdams|Isla Fisher,David Dobkin,119,Comedy|Romance,New Line Cinema|Tapestry Films|Avery Pix,795,2005
tt0402022,2.220063,62000000,52304001,Charlize Theron|Marton Csokas|Jonny Lee Miller|Sophie Okonedo|Caroline Chikezie,Karyn Kusama,93,Action|Science Fiction,Paramount Pictures|Lakeshore Entertainment|MTV Films|Colossal Pictures|Valhalla Motion Pictures,408,2005
tt0395699,2.07205,56000000,113006880,Vin Diesel|Lauren Graham|Faith Ford|Chris Potter|Brittany Snow,Adam Shankman,95,Action|Comedy|Drama|Family|Thriller,Walt Disney Pictures|Spyglass Entertainment,493,2005
tt0407304,1.8447310000000001,132000000,591739379,Tom Cruise|Dakota Fanning|Miranda Otto|Justin Chatwin|Tim Robbins,Steven Spielberg,116,Adventure|Thriller|Science Fiction,Paramount Pictures|DreamWorks SKG|Cruise/Wagner Productions|Amblin Entertainment,1238,2005
tt0397535,1.8131279999999999,85000000,162242962,Zhang Ziyi|Gong Li|Youki Kudoh|Tsai Chin|Suzuka Ohgo,Rob Marshall,145,Drama|History|Romance,DreamWorks SKG|Spyglass Entertainment|Columbia Pictures Corporation|Red Wagon Productions,409,2005
tt0405422,1.78595,26000000,109449237,Steve Carell|Catherine Keener|Paul Rudd|Romany Malco|Seth Rogen,Judd Apatow,116,Comedy|Romance,Universal Pictures|Apatow Productions,1236,2005
tt0371606,1.7663970000000002,150000000,314432665,Zach Braff|Garry Marshall|Don Knotts|Patrick Stewart|Amy Sedaris,Mark Dindal,81,Animation|Family|Comedy,Walt Disney Pictures|Walt Disney Feature Animation,542,2005
tt0386588,1.7264700000000002,70000000,368100420,Will Smith|Eva Mendes|Kevin James|Amber Valletta|Julie Ann Emery,Andy Tennant,118,Comedy|Drama|Romance,Columbia Pictures Corporation|Overbrook Entertainment,1010,2005
tt0388482,1.6998220000000002,32000000,85167639,Jason Statham|Amber Valletta|Kate Nauta|Alessandro Gassman|FranÃ§ois BerlÃ©and,Louis Leterrier,87,Action|Thriller|Crime,Canal Plus|Twentieth Century Fox Film Corporation|Current Entertainment|TF 1 Film Productions|TPS Star,677,2005
tt0396752,1.610259,25000000,122489822,Emma Thompson|Colin Firth|Kelly Macdonald|Thomas Brodie-Sangster|Eliza Bennett,Kirk Jones,97,Fantasy|Comedy|Family,Universal Pictures|Three Strange Angels|Studio Canal|Metro-Goldwyn-Mayer (MGM)|Working Title Films,355,2005
tt0320661,1.592578,130000000,211643158,Orlando Bloom|Eva Green|Jeremy Irons|Marton Csokas|Brendan Gleeson,Ridley Scott,144,Drama|Action|Adventure|History|War,Studio Babelsberg|Twentieth Century Fox Film Corporation|Scott Free Productions|Kanzaman|Dune Films,677,2005
tt0369735,1.513147,43000000,154749918,Jennifer Lopez|Jane Fonda|Michael Vartan|Wanda Sykes|Adam Scott,Robert Luketic,101,Comedy,New Line Cinema|Spring Creek Productions|BenderSpink|Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG,240,2005
tt0360717,1.508329,207000000,550000000,Naomi Watts|Jack Black|Adrien Brody|Thomas Kretschmann|Colin Hanks,Peter Jackson,187,Adventure|Drama|Action,WingNut Films|Universal Pictures|Big Primate Pictures|MFPV Film,1289,2005
tt0377471,1.497085,53000000,95226116,John Travolta|Uma Thurman|Vince Vaughn|Cedric the Entertainer|AndrÃ© Benjamin,F. Gary Gray,118,Comedy|Crime,Double Feature Films|Jersey Films|Nina Saxon Film Design|Metro-Goldwyn-Mayer (MGM),170,2005
tt0378109,1.496807,50000000,44434439,Paul Walker|Jessica Alba|Scott Caan|Ashley Scott|Josh Brolin,John Stockwell,110,Action|Thriller|Adventure|Crime,Columbia Pictures Corporation|Mandalay Pictures|Metro-Goldwyn-Mayer (MGM),289,2005
tt0414387,1.4808540000000001,28000000,121147947,Keira Knightley|Matthew Macfadyen|Rosamund Pike|Simon Woods|Donald Sutherland,Joe Wright,128,Drama|Romance,Universal Pictures|StudioCanal|Scion Films|Focus Features|Working Title Films,749,2005
tt0388795,1.4756040000000001,14000000,178043761,Heath Ledger|Jake Gyllenhaal|Randy Quaid|Michelle Williams|Anne Hathaway,Ang Lee,134,Drama|Romance,River Road Entertainment|Alberta Film Entertainment|Focus Features|Good Machine,780,2005
tt0358082,1.464718,75000000,260696994,Robin Williams|Ewan McGregor|Halle Berry|Mel Brooks|Paula Abdul,Chris Wedge|Carlos Saldanha,91,Animation|Comedy|Family|Science Fiction,Blue Sky Studios|Twentieth Century Fox Animation,858,2005
tt0329774,1.4055879999999898,87000000,71073932,Ice Cube|Willem Dafoe|Samuel L. Jackson|Scott Speedman|Xzibit,Lee Tamahori,101,Action|Crime|Adventure,Original Film|Columbia Pictures Corporation|Revolution Studios,292,2005
tt0403508,1.351718,25000000,39053061,Amber Tamblyn|Alexis Bledel|America Ferrera|Blake Lively|Jenna Boyd,Ken Kwapis,119,Drama|Comedy,DiNovi Pictures|Alcon Entertainment|Alloy Entertainment,195,2005
tt0356910,1.330824,110000000,478207520,Angelina Jolie|Brad Pitt|Vince Vaughn|Adam Brody|Kerry Washington,Doug Liman,120,Action|Comedy|Drama|Thriller,20th Century Fox|Weed Road Pictures|Dutch Oven|New Regency Productions|Summit Entertainment,1750,2005
tt0386140,1.310993,75000000,142400065,Antonio Banderas|Catherine Zeta-Jones|AdriÃ¡n Alonso Barona|Julio Oscar Mechoso|Nick Chinlund,Martin Campbell,129,Action|Adventure|Drama|Western,Amblin Entertainment|Columbia Pictures Corporation,592,2005
tt0399295,1.274645,42000000,24127895,Nicolas Cage|Bridget Moynahan|Jared Leto|Ethan Hawke|Eamonn Walker,Andrew Niccol,122,Crime|Drama|Thriller,Saturn Films|Ascendant Pictures|Endgame Entertainment|Entertainment Manufacturing Company|Rising Star,822,2005
tt0406375,1.273393,65000000,64321501,Jonah Bobo|Josh Hutcherson|Dax Shepard|Tim Robbins|Frank Oz,Jon Favreau,101,Family|Fantasy|Science Fiction|Adventure,Columbia Pictures Corporation|Teitler Film|Michael De Luca Productions|Radar Pictures,389,2005
tt0357277,1.270018,43000000,56681566,Jennifer Garner|Goran Visnjic|Will Yun Lee|Cary-Hiroyuki Tagawa|Terence Stamp,Rob Bowman,97,Action,Twentieth Century Fox Film Corporation|Regency Enterprises|Epsilon Motion Pictures|New Regency Pictures|Marvel Enterprises,329,2005
tt0121164,1.265401,40000000,117195061,Johnny Depp|Helena Bonham Carter|Emily Watson|Tracey Ullman|Paul Whitehouse,Tim Burton|Mike Johnson,77,Romance|Fantasy|Animation|Music,Tim Burton Animation Company|Will Vinton Studios|Warner Bros.|Tim Burton Productions|Laika Entertainment,1022,2005
tt0312004,1.212451,30000000,192452832,Peter Sallis|Helena Bonham Carter|Ralph Fiennes|Nicholas Smith|Liz Smith,Steve Box|Nick Park,85,Adventure|Animation|Comedy|Family,Aardman Animations|DreamWorks Animation,373,2005
tt0398375,1.210683,70000000,88933562,Jennifer Aniston|Kevin Costner|Shirley MacLaine|Mark Ruffalo|Richard Jenkins,Rob Reiner,97,Comedy,Village Roadshow Pictures|Section Eight|Spring Creek Productions|Warner Bros.,181,2005
tt0366627,1.200307,29000000,21126225,Adrien Brody|Keira Knightley|Kris Kristofferson|Jennifer Jason Leigh|Kelly Lynch,John Maybury,103,Drama|Mystery|Thriller|Fantasy,Section Eight|Mandalay Pictures|VIP 3 Medienfonds|2929 Productions|Rising Star,219,2005
tt0418763,1.148377,72000000,96889998,Jamie Foxx|Jake Gyllenhaal|Scott MacDonald|Lucas Black|Peter Sarsgaard,Sam Mendes,125,Drama|War,Universal Pictures|Neal Street Productions|Red Wagon Entertainment|Motion Picture KAPPA Produktionsgesellschaft,448,2005
tt0379786,1.110148,39000000,38869464,Nathan Fillion|Gina Torres|Alan Tudyk|Morena Baccarin|Adam Baldwin,Joss Whedon,119,Science Fiction|Action|Adventure|Thriller,Universal Pictures|Barry Mendel Productions,814,2005
tt0432348,1.107734,4000000,152925093,Tobin Bell|Shawnee Smith|Donnie Wahlberg|Franky G|Glenn Plummer,Darren Lynn Bousman,92,Horror,Lions Gate Films|Got Films|Twisted Pictures|Evolution Entertainment|Saw 2 Productions,617,2005
tt0425123,1.1028360000000001,58000000,102854431,Reese Witherspoon|Mark Ruffalo|Donal Logue|Dina Spybey-Waters|Ben Shenkman,Mark Waters,95,Comedy|Fantasy|Romance,DreamWorks SKG|MacDonald/Parkes Productions,304,2005
tt0400497,1.094959,50000000,66002004,Lindsay Lohan|Michael Keaton|Matt Dillon|Breckin Meyer|Justin Long,Angela Robinson,101,Comedy|Family|Adventure|Fantasy|Romance,Walt Disney Pictures|Robert Simonds Productions,294,2005
tt0368709,1.08379,57000000,52034889,Orlando Bloom|Kirsten Dunst|Susan Sarandon|Alec Baldwin|Bruce McGill,Cameron Crowe,123,Comedy|Drama|Romance,Paramount Pictures|Cruise/Wagner Productions|Vinyl Films|KMP Film Invest,192,2005
tt0430105,1.0754270000000001,45000000,92374674,Mark Wahlberg|Tyrese Gibson|AndrÃ© Benjamin|Garrett Hedlund|Terrence Howard,John Singleton,109,Action|Crime,Paramount Pictures|Di Bonaventura Pictures,379,2005
tt0450278,1.056592,4800000,80578934,Jay Hernandez|Derek Richardson|Eythor Gudjonsson|Barbara Nedeljakova|Jana Kaderabkova,Eli Roth,94,Horror,International Production Company|Raw Nerve|Next Entertainment|Hostel LLC,448,2005
tt0373469,1.05364,15000000,15785148,Robert Downey Jr.|Val Kilmer|Michelle Monaghan|Corbin Bernsen|Dash Mihok,Shane Black,103,Action|Comedy|Crime|Mystery,Silver Pictures|Warner Bros.,527,2005
tt0352248,1.053307,88000000,108539911,Russell Crowe|RenÃ©e Zellweger|Paul Giamatti|Craig Bierko|Paddy Considine,Ron Howard,144,Romance|Drama|History,Miramax Films|Imagine Entertainment|Universal Pictures|Parkway Pictures (I)|Touchstone Pictures,370,2005
tt0416320,1.051177,15000000,85306374,Jonathan Rhys Meyers|Scarlett Johansson|Emily Mortimer|Brian Cox|Penelope Wilton,Woody Allen,124,Drama|Thriller|Crime|Romance,DreamWorks,620,2005
tt0443536,1.048193,15000000,51053787,Anne Hathaway|Glenn Close|Jim Belushi|Patrick Warburton|Anthony Anderson,Cory Edwards|Todd Edwards|Tony Leech,80,Animation|Comedy|Family,The Weinstein Company|Kanbar Entertainment|Blue Yonder Films,288,2005
tt0382077,1.045798,25000000,122644820,Robert De Niro|Dakota Fanning|Famke Janssen|Elisabeth Shue|Amy Irving,John Polson,101,Horror|Mystery|Thriller,Twentieth Century Fox Film Corporation|Fox 2000 Pictures|Josephson Entertainment|MBC Beteiligungs Filmproduktion,240,2005
tt0374536,1.014707,85000000,131426169,Nicole Kidman|Will Ferrell|Shirley MacLaine|Michael Caine|Jason Schwartzman,Nora Ephron,102,Comedy|Fantasy|Romance,Columbia Pictures Corporation|Red Wagon Entertainment|Bewitched,262,2005
tt0419706,1.001465,60000000,55987321,Dwayne Johnson|Karl Urban|Rosamund Pike|Ben Daniels|Deobia Oparei,Andrzej Bartkowiak,100,Action|Adventure|Science Fiction|Thriller|Horror,Di Bonaventura Pictures|John Wells Productions|Reaper Productions|Stillking Films|Babelsberg Film,321,2005
tt0452598,0.982784,60000000,129181830,Steve Martin|Eugene Levy|Bonnie Hunt|Tom Welling|Jonathan Bennett,Adam Shankman,94,Adventure|Comedy|Family,Twentieth Century Fox Film Corporation,285,2005
tt0332047,0.9568469999999999,30000000,50451307,Drew Barrymore|Jimmy Fallon|Jason Spevack|Jack Kehler|Maureen Keiller,Bobby Farrelly|Peter Farrelly,103,Comedy|Drama|Romance,Fox 2000 Pictures|Wildgaze Films|Alan Greenspan Productions|Mars Media Beteiligungs|Flower Films (II),112,2005
tt0417001,0.9481700000000001,30000000,58405313,Diane Lane|John Cusack|Elizabeth Perkins|Christopher Plummer|Dermot Mulroney,Gary David Goldberg,98,Comedy|Romance,Warner Bros. Pictures,80,2005
tt0377107,0.9184760000000001,20000000,7535331,Gwyneth Paltrow|Anthony Hopkins|Jake Gyllenhaal|Hope Davis|Danny McCarthy,John Madden,100,Drama|Mystery,Miramax Films|Endgame Entertainment|Hart-Sharp Entertainment,88,2005
tt0373926,0.906223,80000000,162944923,Nicole Kidman|Sean Penn|Catherine Keener|Jesper Christensen|Yvan Attal,Sydney Pollack,128,Action,Universal Pictures|StudioCanal|Mirage Enterprises|Working Title Films|Misher Films,197,2005
tt0355295,0.8999440000000001,88000000,105316267,Heath Ledger|Matt Damon|Mackenzie Crook|Roger Ashton-Griffiths|Peter Stormare,Terry Gilliam,118,Adventure|Fantasy|Action|Comedy|Thriller,The Weinstein Company|Summit Entertainment|Atlas Entertainment|Mosaic Media Group|Reforma Films,451,2005
