imdb_id,popularity,budget,revenue,cast,director,runtime,genres,production_companies,vote_count
tt0409184,0.367248,13000000,23727301,Romain Duris|Kelly Reilly|Audrey Tautou|CÃ©cile De France|Kevin Bishop,CÃ©dric Klapisch,129,Comedy|Drama|Romance,StudioCanal|TPS CinÃ©ma|Lunar Films|Canal+|Ce Qui Me Meut Motion Pictures,106
tt0436078,0.261343,0,0,Jason Alexander|Chris Albrecht|Hank Azaria|Shelley Berman|Steven Gary Banks,Paul Provenza,89,Comedy|Documentary,Mighty Cheese Productions,18
tt0410764,0.36373,12000000,0,Jodelle Ferland|Janet McTeer|Jennifer Tilly|Jeff Bridges|Brendan Fletcher,Terry Gilliam,120,Fantasy|Drama|Thriller|Science Fiction,Recorded Picture Company (RPC),66
tt0430919,0.351378,11000000,0,Stuart Townsend|Seth Green|Amy Smart|Simon Callow|Kate Ashfield,Stefan Schwartz,96,Comedy|Romance,Endgame Entertainment|Surefire Film Productions|Redbus Pictures|Film Consortium|Best Man Filmproduktions,12
tt0337636,0.347958,4000000,0,Kari Wuhrer|Paul Rhys|Simon Kunz|Marc Warren|Georgina Rylance,Rick Bota,88,Horror|Thriller|Mystery,Castel Film Romania|Neo Art & Logic|Stan Winston Productions|Dimension Films,27
tt0467421,0.612001,0,0,Tia Mowry|Tamera Mowry|Kristen Wilson|Patrick Fabian|Jennifer Robertson,Stuart Gillard,86,Comedy|Drama|Family|Fantasy|TV Movie,Disney Channel,44
tt0435665,0.344046,6000000,0,Emmanuelle Vaugier|Ed Quinn|Kirk Jones|Victoria Pratt|Theo Rossi,Michael Hurst,95,Horror,Lions Gate Films,13
tt0396857,0.340545,0,0,Cuba Gooding Jr.|Helen Mirren|Vanessa Ferlito|Joseph Gordon-Levitt|Stephen Dorff,Lee Daniels,93,Action|Crime|Drama|Thriller,Lee Daniels Entertainment|Teton Films,11
tt0353324,0.340262,0,0,David Boreanaz|Edward Furlong|Yuji Okumoto|Marcus Chong|Tito Ortiz,Lance Mungia,99,Action|Horror|Thriller,Jeff Most Productions|Edward R. Pressman Film|Dimension Films|Fubu Films,23
tt0448172,0.336382,0,0,Johnathon Schaech|Lori Heuring|Bruce Davison|Julie Benz|Valentine Pelka,J.S. Cardone,106,Thriller|Mystery|Drama,Sandstorm Films|Screen Gems,11
tt0403217,0.335779,0,1928985,Michael Pitt|Lukas Haas|Asia Argento|Scott Patrick Green|Nicole Vicius,Gus Van Sant,96,Drama,HBO Films|Picturehouse Entertainment|Pie Films Inc.,51
tt0354623,0.333513,5000000,0,Stelian Urian|Katheryn Winnick|Anna Tolputt|Khary Payton|Henry Cavill,Rick Bota,91,Horror|Thriller,Miramax Films|Castel Film Romania|Dimension Films,21
tt0402901,0.332997,30000000,15007991,Cole Hauser|Eddie Cibrian|Morris Chestnut|Lena Headey|Piper Perabo,Bruce Hunt,97,Action|Adventure|Horror|Thriller,Lakeshore Entertainment|Cinerenta Medienbeteiligungs KG|Screen Gems|Cineblue Internationale Filmproduktionsgesellschaft|City Productions,111
tt0294870,0.33061799999999997,40000000,31670620,Anthony Rapp|Adam Pascal|Rosario Dawson|Jesse L. Martin|Wilson Jermaine Heredia,Chris Columbus,135,Comedy|Drama|Music|Romance,Columbia Pictures|1492 Pictures|Revolution Studios,89
tt0455142,0.32793,0,0,Pierre-NdoffÃ© Sarr|Awa Sene Sarr|Robert Liensol|Marie-PhilomÃ¨ne Nga|Emile Abossolo M'bo,Michel Ocelot|BÃ©nÃ©dicte Galup,75,Adventure|Animation|Family|Fantasy,Les Armateurs|Armada Films,28
tt0420740,0.32702600000000004,12000000,0,Forest Whitaker|Julia Stiles|Peter Coyote|Jeremy Renner|Iddo Goldberg,Baltasar KormÃ¡kur,98,Drama|Mystery|Thriller,Blueeyes Productions|Pink Productions,12
tt0349080,0.327022,0,0,Gry Bay|Adrian Bouchet|Eileen Daly|Thomas Raft|Ovidie,Jessica Nilsson,91,Comedy|Drama|Romance,Zentropa Productions|Innocent Pictures,34
tt0427312,0.326691,0,0,Timothy Treadwell|Kathleen Parker|Warren Queeney|Willy Fulton|Sam Egli,Werner Herzog,103,Documentary,Discovery Docs,70
tt0367089,0.326577,1500000,11098131,Jeff Daniels|Laura Linney|Jesse Eisenberg|Owen Kline|William Baldwin,Noah Baumbach,81,Comedy|Drama,Destination Films|Samuel Goldwyn Films|Sony Pictures International,118
tt0373450,0.476555,25000000,0,Kevin Bacon|Colin Firth|Alison Lohman|David Hayman|Rachel Blanchard,Atom Egoyan,107,Drama|Mystery|Thriller,Serendipity Point Films,29
tt0337573,0.317918,1900000,0,Wotan Wilke MÃ¶hring|AndrÃ© Hennicke|Heinz Hoenig|Norman Reedus|Ulrike Krumbiegel,Christian Alvart,127,Thriller|Crime|Drama,Kinowelt Filmproduktion|MedienKontor Movie GmbH,10
tt0402850,0.31701799999999997,18000000,0,Robin Williams|Holly Hunter|Tim Blake Nelson|W. Earl Brown|Woody Harrelson,Mark Mylod,100,Comedy|Crime|Drama,Capitol Films|Ascendant Pictures|Rising Star|Film & Entertainment VIP Medienfonds 2 GmbH & Co. KG,40
tt0445620,0.356717,0,3357075,Ali Suliman|Amer Hlehel|Hiam Abbass|Ashraf Barhom|Mohammad Bustami,Hany Abu-Assad,90,Thriller|Crime|Drama,Lama Films|Augustus Film|Lama Productions|Lumer Films|Hazazah Film,26
tt0264323,0.31008,3000000,0,Robert Englund|Dylan Edrington|Lin Shaye|Giuseppe Andrews|Jay Gillespie,Tim Sullivan,87,Comedy|Horror,Raw Nerve|Velvet Steamroller Entertainment|BloodWorks,27
tt0416243,0.301564,15000000,0,Steven Seagal|Christine Adams|William Hope|Nick Brimble|Vinnie Jones,Anthony Hickox,96,Action|Thriller,Nu Image / Millennium Films|Emmett Furla Oasis Films (EFO Films)|Luminosity Media,17
tt0340331,0.300101,0,0,David Paymer|Ryan Reynolds|John Astin|Andrew Robb,William Dear,111,Comedy|Drama|Family,Bouncing Betty Productions|School of Life Productions Inc.|Gynormous Pictures,16
tt0381505,0.297727,0,0,Evan Rachel Wood|Selma Blair|David Wagner|Brent Goldberg|Adi Schnall,Marcos Siega,105,Comedy|Drama,REN-Mar Studios|Prospect Pictures,27
tt0385560,0.292346,0,0,Jilon Ghai|Happy Mahaney|Nicole Rayburn|Josh Holt,Anthony C. Ferrante,94,Horror,Graveyard Filmworks,12
tt0403455,0.46379,0,0,Nick Cannon|Shad Moss|Chi McBride|Meagan Good|Brandon T. Jackson,Malcolm D. Lee,112,Comedy|Drama|Family,Fox Searchlight Pictures,17
tt0290747,0.287286,7500000,143000,Matthew Le Nevez|Rachael Taylor|Jack Thompson|Rawiri Paratene|Steve Bastoni,Brett Leonard,97,Action|Horror|Science Fiction,Lions Gate Films|Artisan Entertainment|Marvel Enterprises,15
tt0439630,0.285062,1549000,7096000,Jay Chou|Shawn Yue|Edison Chen|Anthony Wong|Anne Suzuki,Andrew Lau|Alan Mak,107,Action|Crime|Thriller|Drama,Media Asia Film|Sil-Metropole Organisation|Avex Inc.|Basic Pictures,33
tt0388213,0.281544,0,0,Kyra Sedgwick|Dominic Scott Kay|Matt Dillon|Kevin Bacon|Blair Brown,Kevin Bacon,84,Drama|Romance,Bigel / Mailer Films|Millennium Films|Mixed Breed Films,10
tt0403016,0.28107,0,3102550,Steve Howey|Mike Vogel|Cameron Richardson|Sophia Bush|Channing Tatum,Steve Boyum,80,Action|Adventure|Drama|Romance,Tag Entertainment,12
tt0373416,0.28021,0,0,Nick Cannon|Roselyn SÃ¡nchez|Shawn Ashmore|Cheech Marin|Kelly Hu,Marcos Siega,95,Action|Comedy,Miramax Films,18
tt0393635,0.280055,0,0,Devon Gummersall|Derek Richardson|Tina Illman|Scott Whyte|Arielle Kebbel,Dave Payne,90,Horror|Mystery,"Institution, The|Primal Pictures|Afraid of the Dark",21
tt0339334,0.27984899999999996,20000000,0,Ian McKellen|Kylie Minogue|Bill Nighy|Robbie Williams|Tom Baker,Dave Borthwick|Jean Duval|Frank Passingham,85,Animation|Family,The Weinstein Company,20
tt0436724,0.279805,0,0,Christopher Toler|Tommy the Clown|Miss Prissy|Dragon|Ceasare Willis,David LaChapelle,86,Documentary,David LaChapelle Studios|HSI Productions|Darkfibre Entertainment Ltd.|Got Films,10
tt0401815,0.278997,4750000,206871,Jenna Dewan|Marc Devigne|Chad Faust|Katie Stuart|Bryan Clark,Jeremy Haft,98,Fantasy|Horror|Thriller,Lions Gate Films|City Lights Pictures,31
tt0435026,0.265732,0,0,Anthony Wong|Stephen Fung|Charlene Choi|Gillian Chung|Michael Wong,Stephen Fung,102,Action|Comedy|Foreign,"Emperor Multimedia Group (EMG)|JCE Entertainment Ltd,",18
tt0457090,0.37649699999999997,0,0,Wesley Snipes|Emma Samms|William Hope|Anthony Warren|Peter Youngblood Hills,Marcus Adams,95,Action|Adventure|Thriller,Castel Film Romania|Andrew Stevens Entertainment,16
tt0338427,0.270403,10284523,11588205,Steve Martin|Claire Danes|Jason Schwartzman|Bridgette Wilson|Frances Conroy,Anand Tucker,104,Comedy|Drama|Romance,Epsilon Motion Pictures|Hyde Park Films|Shopgirl|Touchstone Pictures,31
tt0374089,0.27005300000000004,25000000,0,Kuno Becker|Jay Hernandez|Jason Scott Lee|Doskhan Zholzhaksynov|Ayanat Ksenbai,Sergei Bodrov Jr.|Ivan Passer,112,Action|History|War,Wild Bunch|Ibrus|Kazakhfilm Studios|True Story Production,11
tt0395972,0.269437,35000000,25224242,Charlize Theron|Elle Peterson|Thomas Curtis|Frances McDormand|Sean Bean,Niki Caro,126,Drama,Warner Bros.|Participant Media|Nick Wechsler Productions,63
tt0435653,0.268115,0,0,Dominic Purcell|Josie Maran|Clare Kramer|Marcus Thomas|TchÃ©ky Karyo,Mike Mendez,95,Horror|Thriller,Code Entertainment,18
tt0475616,0.265905,0,0,Ha Ji-won|Kang Dong-won|Ahn Sung-Ki|Song Young-Chang|Park Myung-Shin,Lee Myung-Se,111,Action,í”„ë¡œë•ì…˜M,10
tt0476735,0.26500799999999997,0,0,Ã‡etin Tekindor|Fikret Kuskan|Binnur Kaya|Ã–zge Ã–zberk|Tuba Buyukustun,Ã‡aÄŸan Irmak,108,Comedy|Drama,AvÅŸar Film,12
tt0415932,0.263334,0,793604,Charlotte Gainsbourg|Charlotte Rampling|AndrÃ© Dussollier|Laurent Lucas|Jacques BonnaffÃ©,Dominik Moll,130,Drama|Thriller|Mystery,Diaphana Films,10
tt0422093,0.198398,0,0,Kimberly Elise|Steve Harris|Tyler Perry|Shemar Moore|Vickie Eng,Darren Grant,116,Comedy|Drama|Romance,Lions Gate Films,63
tt0385690,0.259903,0,0,Seth MacFarlane|Alex Borstein|Seth Green|Mila Kunis|Patrick Warburton,Pete Michels,88,Comedy|Animation,20th Century Fox,62
tt0435623,0.40176799999999996,450000,973525,Helena Bonham Carter|Aaron Eckhart|Yury Tsykun|Brian Geraghty|Brianna Brown,Hans Canosa,84,Drama|Romance,Prophecy Pictures Ltd.|Gordonstreet Pictures,14
tt0398027,0.25238299999999997,8000000,852872,Edward Norton|Evan Rachel Wood|David Morse|Rory Culkin|Bruce Dern,David Jacobson,112,Drama|Romance,Class 5 Films,33
tt0408524,0.242227,30000000,34252847,Billy Bob Thornton|Ken Medlock|Aman Johal|Greg Kinnear|Marcia Gay Harden,Richard Linklater,113,Comedy|Family,Paramount Pictures,34
tt0383518,0.23686,0,0,Ellen Page|Natasha Wightman|Eric Thal|August Diehl|Diana Greenwood,Alison Murray,101,Drama,Egoli Tossell Film AG|MJW Productions|Hellhound Productions,15
tt0413879,0.234355,0,0,Heather Graham|David Sutcliffe|Taye Diggs|Sandra Oh|Sarah Chalke,Nisha Ganatra,95,Drama|Comedy|Romance,New Real Films|First Look International|Cake Productions Inc.,20
tt0420560,0.229908,0,0,Jennifer Love Hewitt|Colin Ferguson|Natassia Malthe|Daniel Roebuck|Stefanie von Pfetten,Dana Lustig,96,Comedy|Romance,Confessions Productions (II)|Once Upon a Time Films,10
tt0452573,0.225647,0,0,Eric Stoltz|Catherine Bell|Lou Diamond Phillips|Bruce Davison|Michael E. Rodgers,Craig R. Baxley,240,Fantasy|Adventure|Action|Drama,Electric Entertainment|British Broadcasting Corporation (BBC)|Bad Hat Harry Productions|Uncharted Territory,32
tt0358294,0.21646700000000002,15000000,0,Steven Seagal|Matthew Davis|Takao Osawa|William Atherton|Juliette Marquis,Mink ,97,Action|Adventure|Drama|Thriller,Aries [jp],19
tt0418647,0.21365900000000002,0,0,Kurt Russell|Dakota Fanning|Kris Kristofferson|Elisabeth Shue|David Morse,John Gatins,106,Drama|Family,DreamWorks SKG|Hyde Park Entertainment,39
tt0385057,0.213164,0,0,Chris Klein|Brendan Fehr|Chandra West|Cobie Smulders|Paul Campbell,Pat Holden,85,Comedy|Romance,Brightlight Pictures,17
tt0433422,0.132143,0,0,Alexa PenaVega|Lisa Vidal|Leah Pipes|Elizabeth Rice,Tom McLoughlin,120,Drama|Family,Elephant Films,13
tt0472566,0.204153,16398,0,Samuli Torssonen|Atte Joutsen|Timo Vuorensola|Antti Satama|Karoliina Blackburn,Timo Vuorensola,103,Science Fiction|Action|Comedy,Energia Productions,13
tt0443496,0.204002,10,0,William H. Macy|Joe Mantegna|Denise Richards|Mena Suvari|Bokeem Woodbine,Stuart Gordon,82,Drama|Thriller,First Independent Pictures,16
tt0429715,0.217455,0,0,Danny Dyer|Tamer Hassan|Geoff Bell|Georgina Chapman|Eddie Webber,Nick Love,96,Drama|Action|Thriller|Crime,Vertigo Films|Monkey Productions S.L.,21
tt0317132,0.19861099999999998,14000000,32645546,Jeff Daniels|AnnaSophia Robb|Cicely Tyson|Eva Marie Saint|Dave Matthews,Wayne Wang,106,Comedy|Drama|Family,Twentieth Century Fox Film Corporation,35
tt0216584,0.197571,0,0,Tom Green|Brooke Shields|Genevieve Buechner|Benjamin B. Smith|Rob LaBelle,Gary Sinyor,90,Comedy,Aquarius Films|Rampage Entertainment|Open Eye Productions|Bob Productions,13
tt0355702,0.195984,25000000,13411957,Emile Hirsch|Victor Rasuk|Rebecca De Mornay|John Robinson|Michael Angarano,Catherine Hardwicke,107,Drama,Columbia Pictures|TriStar Pictures,118
tt0429052,0.224181,0,0,Muriel Robin|Artus de Penguern|Jean-Pierre Darroussin|Pascal LÃ©gitimus|Marie Bunel,Coline Serreau|Dominique FurgÃ©,103,Comedy|Drama,Eniloc,13
tt0421238,0.19117699999999999,2000000,5048693,Guy Pearce|Ray Winstone|Emily Watson|Danny Huston|David Wenham,John Hillcoat,104,Action|Adventure|Crime|Drama|Thriller,Autonomous|UK Film Council|Surefire Film Productions|Pictures in Paradise|Pacific Film and Television Commission,103
tt0428251,0.260956,0,0,Agnes Bruckner|Jonathan Jackson|Laura Ramsey|D.J. Cotrona|Rick Cramer,Jim Gillespie,85,Horror|Thriller,Collision Entertainment|Outerbanks Entertainment|Dimension Films,22
tt0419198,0.18868,35000000,0,Roberto Benigni|Nicoletta Braschi|Tom Waits|Emilia Fox|Giuseppe Battiston,Roberto Benigni,114,Comedy|Drama|Romance,Melampo Cinematografica,47
tt0472602,0.187631,0,0,Michael J. Fox|Geena Davis|Hugh Laurie|Wayne Brady|Virginia Madsen,Audu Paden,72,Fantasy|Animation|Comedy|Science Fiction|Family,Mainframe Entertainment,31
tt0426911,0.187113,0,0,Daniel Craig|Yekaterina Rednikova|Gabriel Macht|Lev Prygunov|Aleksey Dyakov,Jon Jones,133,Thriller|Drama|Mystery|Crime,Powercorp|Baltic Film Group|British Broadcasting Corporation (BBC)|BBC Drama Group,11
tt0343996,0.183927,9600000,4386236,Andy GarcÃ­a|Richard Bradford|Nestor Carbonell|Enrique Murciano|Dominik GarcÃ­a-Lorido,Andy GarcÃ­a,144,Drama|Romance,Lions Gate Films,13
tt0427038,0.182135,9000000,0,Jay Hernandez|Mario Van Peebles|Luis GuzmÃ¡n|Sean Combs|Michael Kelly,Michael Bregman,100,Action|Adventure|Drama|Thriller,Rogue Pictures,10
tt0395585,0.18024400000000002,6000000,0,Kelly Brook|Dennis Hopper|Hippolyte Girardot|Peter Capaldi|Susie Amy,Steven R. Monroe,86,Drama|Foreign|Horror|Mystery|Thriller,Defender Production,16
tt0303929,0.324631,3500000,0,Alexandra Wescourt|Jason Scott Lee|Jason London|Diane Neal|Claudiu Bleont,Patrick Lussier,86,Horror,Castel Film Romania|Neo Art & Logic|Dimension Films,13
tt0382628,0.177398,30000000,25473093,Jennifer Connelly|John C. Reilly|Tim Roth|Dougray Scott|Pete Postlethwaite,Walter Salles,105,Drama|Horror|Thriller,Vertigo Entertainment|Touchstone Pictures|Post No Bills Films|Pandemonium Productions,113
tt0465326,0.270637,0,0,Helen Mirren|Jeremy Irons|Patrick Malahide|Toby Jones|Hugh Dancy,Tom Hooper,223,Drama|History,Channel 4 Television|HBO Films|Company Pictures,11
tt0415978,0.175572,0,0,Miranda July|John Hawkes|Brandon Ratcliff|Miles Thompson|Carlie Westerman,Miranda July,90,Comedy|Drama|Romance,IFC Films,48
tt0369918,0.172749,72000,0,Timothy V. Murphy|Lindsey Stoddart|Rocky Marquette|Stan Kirsch|Patty McCormack,Sheldon Wilson,97,Horror,Deco Filmworks,15
tt0400525,0.172726,0,0,John Cusack|Billy Bob Thornton|Lara Phillips|Bill Noble|Brad Smith,Harold Ramis,88,Action|Adventure|Comedy|Crime|Drama,Bona Fide Productions|Focus Features,39
tt0401420,0.17243,0,0,Diane Lane|Donald Sutherland|Anton Yelchin|Kristen Stewart|Elizabeth Perkins,Griffin Dunne,112,Drama,Lions Gate Entertainments,18
tt0478988,0.168435,50000,0,Matt Foyer|John Bolen|Ralph Lucas|Chad Fifer|Susan Zucker,Andrew Leman,47,Horror|Thriller|Fantasy,HPLHS,14
tt0430576,0.168133,5000000,0,Sarah Polley|Tim Robbins|Javier CÃ¡mara|Eddie Marsan|Steven Mackintosh,Isabel Coixet,112,Drama|Romance|Foreign,Hotshot Films,24
tt0431213,0.22903099999999998,0,0,Peter O'Toole|Samantha Morton|John Lynch|Peter Dinklage|Jonathan Mason,Charles Sturridge,100,Adventure|Drama|Family,Odyssey Entertainmant,18
tt0406650,0.164823,0,0,Jamie Bell|Camilla Belle|Justin Chatwin|Glenn Close|Kathi Copeland,Arie Posin,108,Comedy|Drama,El Camino Pictures|Go Fish Pictures,24
tt0350774,0.280197,0,0,Jeremy Sisto|Erik Palladino|Bianca Lawson|Oz Perkins|Ever Carradine,Matthew Leutwyler,88,Comedy|Horror,Anchor Bay Entertainment,16
tt0404802,0.16350499999999898,0,1410778,Gretchen Mol|Chris Bauer|Jared Harris|Sarah Paulson|David Strathairn,Mary Harron,91,Drama|Comedy,Killer Films|John Wells Productions|HBO Films,17
tt0366777,0.161462,0,6584159,Alexander Nathan Etel|Lewis McGibbon|James Nesbitt|Daisy Donovan|Christopher Fulford,Danny Boyle,98,Comedy|Crime|Drama,Mission Pictures,37
tt0439544,0.156031,3000000,0,"Clifton Collins, Jr.|Cesar Garcia|Aimee Garcia|Brittany Daniel|Frank Alvarez",Chris Fisher,97,Crime|Drama|Thriller,Deviant Films|Silver Nitrate Pictures,17
tt0418627,0.155495,1500000,0,Steffany Huckaby|Melanie Lewis|Yolanda Pecoraro|Kristin Novak|Annie Burgstede,Philip Adrian Booth,97,Thriller|Comedy|Horror,Sony Pictures Home Entertainment,14
tt0361693,0.155342,0,0,Lisa Kudrow|Steve Coogan|Maggie Gyllenhaal|Jesse Bradford|Bobby Cannavale,Don Roos,128,Comedy|Drama|Romance,Lions Gate Films,18
tt0365478,0.15359,0,0,Bruce Campbell|Tamara Gorski|Ted Raimi|Antoinette Byron|Stacy Keach,Bruce Campbell,90,Comedy|Horror|Science Fiction,ApolloProScreen,13
tt0407269,0.249669,0,0,Jennifer Love Hewitt|Dougray Scott|Jimi Mistry|Branka KatiÄ‡|Kate Miles,John Hay,94,Comedy|Foreign|Romance,Piccadilly Pictures|Impact Film & TV|Lex Filmed Entertainment|Take 3 Partnership,12
tt0425598,0.15144200000000002,3000000,11718595,Dave Chappelle|Erykah Badu|Common|Mos Def|Bilal,Michel Gondry,100,Comedy|Documentary|Music,Yari Film Group,15
tt0327643,0.150923,0,0,Jenny McCarthy|Carmen Electra|Eddie Kaye Thomas|Guillermo DÃ­az|Kathy Griffin,John Asher,91,Comedy,Big Screen Entertainment Group|Palisades Pictures|DEJ Productions|Double Down Entertainment,15
tt0417189,0.148714,0,0,Melvil Poupaud|Jeanne Moreau|Valeria Bruni Tedeschi|Daniel Duval|Marie RiviÃ¨re,FranÃ§ois Ozon,85,Drama,Canal Plus|FidÃ©litÃ© Productions,15
tt0415167,0.147694,0,0,Dan Byrd|Stephanie Patton|Alexandra Adi|Rocky Marquette|William Alva,Tobe Hooper,94,Horror|Mystery|Thriller,Echo Bridge Entertainment,17
tt0406728,0.138467,0,0,Bruce Payne|Mark Dymond|Clemency Burton-Hill|Ellie Chidzey|Tim Stern,Gerry Lively,105,Action|Adventure|Fantasy,Skyline Films|Sweetpea Entertainment|Studio Hamburg WorldWide Pictures|Zinc Entertainment Inc.,12
tt0446724,0.132458,0,0,Christy Carlson Romano|Will Friedle|Nancy Cartwright|Tahj Mowry|Gary Cole,Steve Loter,71,Action|Adventure|Animation|Drama|Family,Disney Channel|Walt Disney Television Animation,25
tt0365885,0.1311,0,0,Joan Allen|Kevin Costner|Erika Christensen|Keri Russell|Alicia Witt,Mike Binder,118,Comedy|Drama,New Line Cinema,28
tt0404364,0.130215,0,0,Kristen Bell|Christian Campbell|Neve Campbell|Alan Cumming|Ana Gasteyer,Andy Fickman,109,Comedy|Music,Dead Old Man Productions|Middle Fork Productions,16
tt0436889,0.129724,7000000,0,Nina Hoss|Jacky Ido|Katja Flint|Antonio Prester|Janek Rieke,Hermine Huntgeburth,131,Drama,Constantin Film Produktion|Bayerischer Banken-Fonds,10
tt0412535,0.445221,0,0,Jean Dujardin|Bruno Salomone|Clovis Cornillac|Ã‰lodie Bouchez|Alexandra Lamy,James Huth,98,Comedy,M6 Films,174
tt0331933,0.12463099999999999,40000000,0,Tommy Lee Jones|Cedric the Entertainer|Christina Milian|Paula GarcÃ©s|Monica Keena,Stephen Herek,100,Comedy|Action,Columbia Pictures|Revolution Studios,64
tt0240200,0.11769,0,10422387,Lisa Ray|Sarala|John Abraham|Seema Biswas|Waheeda Rehman,Deepa Mehta,115,Drama|Foreign|Romance,David Hamilton Productions|Echo Lake Productions|Flagship International|Noble Nomad Pictures,17
tt0409937,0.11581400000000001,0,0,Bruno Solo|Yvan Le Bolloc'h|Armelle|Jeanne Savary|Tom Novembre,Bruno Solo|Yvan Le Bolloc'h,102,Comedy,Shortcom|CALT Productions|Solo Moi|Kenavo,12
tt0446719,0.115222,5000000,0,Essie Davis|Sean Harris|Marcel IureÈ™|Crispin Letts|John Lynch,Billy O'Brien,95,Horror|Science Fiction|Thriller,Lions Gate Films|Element Films|Bord Scannan na hEireann / Irish Film Board|Film4|The Bureau,19
tt0381601,0.111756,0,0,Sean Astin|Ivana MiliÄeviÄ‡|Vinnie Jones|Grant Swanby|Hakeem Kae-Kazim,David van Eyssen,89,Science Fiction,Film Afrika Worldwide|ApolloProMedia GmbH & Co. 1. Filmproduktion KG (I)|ApolloProMedia GmbH & Co. 2. Filmproduktion KG,12
tt0411806,0.259042,0,0,Aimee-Lynn Chadwick|Cory Hardrict|John Keefe|Jenny Mollen|Peter Coyote,Ellory Elkayem,86,Comedy|Horror,Castel Film Romania|Denholm Trading Inc.|Aurora Entertainment,12
tt0443450,0.380058,16000000,0,Steven Seagal|Tamara Davies|John Pyper-Ferguson|Julian Stone|Nicholas Davidoff,Alexander Gruszynski,96,Action,Andrew Stevens Entertainment|Steamroller Productions|Sony Pictures Home Entertainment,11
tt0417415,0.107123,0,0,Anatoly M. Sagalevitch|Pamela Conrad|James Cameron,James Cameron|Steven Quale,47,Action|Documentary|Science Fiction,Walt Disney Pictures|Walden Media,12
tt0406706,0.100198,0,0,Jensen Ackles|Shannyn Sossamon|Dominique Swain|William Sadler|Teach Grant,David Winkler,90,Horror,Sony Pictures Home Entertainment|Bigel Entertainment,15
tt0377800,0.35989,11000000,0,Sam Shepard|Jessica Lange|Sarah Polley|Tim Roth|Gabriel Mann,Wim Wenders,123,Drama|Music,Sony Pictures Classics|Reverse Angle International|OcÃ©anic Films|Road Movies Filmproduktion|ZDF/Arte,11
tt0461872,0.294572,15000000,0,Mira Sorvino|Donald Sutherland|Robert Carlyle|Emma Campbell|Larry Day,Christian Duguay,176,Drama,Muse Entertainment Enterprises|For Sale Productions (Muse)|RHI Entertainment,12
tt0488664,0.128733,0,0,Bono|The Edge|Adam Clayton| Larry Mullen Jr.|Gavin Friday,Hamish Hamilton|Erica Forstadt,139,Music,Line by Line Productions,10
tt0431420,0.09286900000000001,0,0,Tom Selleck|Jane Adams|Reg Rogers|Viola Davis|Alexis Dziena,Robert Harmon,87,Crime|Drama|Thriller,Brandman Productions,16
tt0423877,0.09183999999999999,0,0,GÃ©rard Depardieu|Catherine Frot|GÃ©rard Jugnot|Jean-Paul Rouve|Serge Riaboukine,GÃ©rard Jugnot,104,Comedy,Novo Arturo Films|DD Productions|TF1 Films Production|PathÃ©|GMT Productions,14
tt0450664,0.090029,0,0,Michel Blanc|Medeea Marinescu|Wladimir Yordanoff|Eva Darlan|BenoÃ®t Turjman,Isabelle Mergault,97,Comedy,Gaumont,21
tt0419358,0.145446,0,0,Adam Baldwin|Rutger Hauer|Steve Guttenberg|Bryan Brown|C. Thomas Howell,John Putch,173,Adventure|Drama|Thriller|Action,Larry Levinson Productions|Silverstar Ltd.,13
tt0436262,0.078796,0,0,Naomi Watts|Scott Coffey|Jennifer Syme|Mark Pellegrino|Greg Freitas,Scott Coffey,95,Comedy|Drama,Strand Releasing,10
tt0445965,0.0786419999999999,0,0,Alex O'Loughlin|Patrick Thompson|Gabby Millgate|Jack Thompson|Matthew Le Nevez,Brett Leonard,101,Mystery|Thriller,TLA Releasing,11
tt0411805,0.04264,0,0,Aimee-Lynn Chadwick|Cory Hardrict|John Keefe|Jana Kramer,Ellory Elkayem,88,Comedy|Horror,Castel Film Romania|Denholm Trading Inc.|Aurora Entertainment,12
tt0468565,0.075624,3000000,9879971,Presley Chweneyagae|Jerry Mofokeng|Terry Pheto|Kenneth Nkosi|Zenzo Ngqobe,Gavin Hood,94,Crime|Drama,Movieworld Productions|Industrial Development Corporation of South Africa|UK Film & TV Production Company|National Film & Video Foundation of South Africa,42
tt0473107,0.073715,0,0,Lee Scott|Don Hunter|Jon Hunter|Jeremy Hunter|Matt Hunter,Robert Greenwald,98,Documentary,Brave New Films,14
tt0404756,0.073547,0,0,Bruce Campbell|Renee O'Connor|Michael Cory Davis|Peter Jason|Neda Sokolovska,Josh Becker,88,Drama|Horror|Comedy|Thriller|Science Fiction,Sci-Fi Channel,12
tt0444518,0.0667789999999999,0,0,JÃ©rÃ©mie Renier|Louise Monot|Bruno Todeschini|Nicolas Gob|Charlotte de Turckheim,Christian Faure,102,Drama,Merlin Productions,11
tt0428856,0.063725,0,0,Vincent Lindon|Emmanuelle Devos|Mathieu Amalric|Hippolyte Girardot|Cylia Malki,Emmanuel CarrÃ¨re,87,Drama|Thriller|Mystery|Foreign,Procirep|Cofimage 16|PathÃ© Renn Productions|Les Films des Tournelles|Canal+,10
tt0361715,0.062064,12000000,0,Alex Michaeletos|Campbell Scott|Mary Makhatho|Nthabiseng Kenoshi|Hope Davis,Carroll Ballard,100,Adventure|Drama|Family,John Wells Productions|Pandora Pictures|Gaylord Films|Warner Bros.,22
tt0484855,0.16378199999999898,0,0,George Carlin,Rocco Urbisci,74,Documentary|Comedy|TV Movie,Cable Stuff Productions,14
